tournament,men_women,match_date,player_1,player_1_odds,player_2,player_2_odds
Australian Open 2016,Men,2016-01-21,David Ferrer,1.16,Lleyton Hewitt,6.6000000000000005
Australian Open 2016,Men,2016-01-21,Tim Smyczek,4.5,Viktor Troicki,1.28
Australian Open 2016,Men,2016-01-22,David Goffin,2.48,Dominic Thiem,1.6400000000000001
Australian Open 2016,Men,2016-01-22,Guillermo Garcia Lopez,10.5,Kei Nishikori,1.09
Australian Open 2016,Men,2016-01-22,Federico Delbonis,5.6,Gilles Simon,1.2
Australian Open 2016,Men,2016-01-22,Grigor Dimitrov,12,Roger Federer,1.07
Australian Open 2016,Men,2016-01-22,Nick Kyrgios,2.36,Tomas Berdych,1.71
Australian Open 2016,Men,2016-01-22,Marin Cilic,1.36,Roberto Bautista Agut,3.3
Australian Open 2016,Men,2016-01-22,Andreas Seppi,90,Novak Djokovic,1.01
Australian Open 2016,Men,2016-01-22,Jo Wilfried Tsonga,1.11,Pierre Hugues Herbert,9.600000000000001
Australian Open 2016,Men,2016-01-23,Andy Murray,1.01,Joao Sousa,50
Australian Open 2016,Men,2016-01-23,Gael Monfils,1.07,Stephane Robert,12.5
Australian Open 2016,Men,2016-01-23,Milos Raonic,1.22,Viktor Troicki,5.3
Australian Open 2016,Men,2016-01-23,Feliciano Lopez,2.8200000000000003,John Isner,1.51
Australian Open 2016,Men,2016-01-23,Andrey Kuznetsov,1.57,Dudi Sela,2.74
Australian Open 2016,Men,2016-01-23,Lukas Rosol,12.5,Stan Wawrinka,1.07
Australian Open 2016,Men,2016-01-23,David Ferrer,1.26,Steve Johnson,4.6
Australian Open 2016,Men,2016-01-23,Bernard Tomic,1.15,John Millman,7
Australian Open 2016,Men,2016-01-24,Jo Wilfried Tsonga,2.22,Kei Nishikori,1.81
Australian Open 2016,Men,2016-01-24,David Goffin,15.5,Roger Federer,1.06
Australian Open 2016,Men,2016-01-24,Gilles Simon,46,Novak Djokovic,1.01
Australian Open 2016,Men,2016-01-24,Roberto Bautista Agut,4.199999999999999,Tomas Berdych,1.28
Australian Open 2016,Men,2016-01-25,Milos Raonic,2.38,Stan Wawrinka,1.6800000000000002
Australian Open 2016,Men,2016-01-25,David Ferrer,1.53,John Isner,2.8200000000000003
Australian Open 2016,Men,2016-01-25,Andrey Kuznetsov,4.8999999999999995,Gael Monfils,1.24
Australian Open 2016,Men,2016-01-25,Andy Murray,1.1,Bernard Tomic,9.2
Australian Open 2016,Men,2016-01-26,Kei Nishikori,7,Novak Djokovic,1.16
Australian Open 2016,Men,2016-01-26,Roger Federer,1.19,Tomas Berdych,6
Australian Open 2016,Men,2016-01-27,Gael Monfils,3.55,Milos Raonic,1.38
Australian Open 2016,Men,2016-01-27,Andy Murray,1.2,David Ferrer,5.6
Australian Open 2016,Men,2016-01-28,Novak Djokovic,1.35,Roger Federer,3.65
Australian Open 2016,Men,2016-01-29,Andy Murray,1.38,Milos Raonic,3.55
Australian Open 2016,Men,2016-01-31,Andy Murray,5.3,Novak Djokovic,1.21
Australian Open 2017,Men,2017-01-16,Andy Murray,1.01,Illya Marchenko,70
Australian Open 2017,Men,2017-01-16,Alex De Minaur,2.4,Gerald Melzer,1.67
Australian Open 2017,Men,2017-01-16,Quentin Halys,3.1999999999999997,Sam Querrey,1.4100000000000001
Australian Open 2017,Men,2017-01-16,John Isner,1.1,Konstantin Kravchuk,9.600000000000001
Australian Open 2017,Men,2017-01-16,Guillermo Garcia Lopez,4.1,Mischa Zverev,1.29
Australian Open 2017,Men,2017-01-16,Nicolas Mahut,2.3,Ryan Harrison,1.67
Australian Open 2017,Men,2017-01-16,Dudi Sela,2.1,Marcel Granollers,1.87
Australian Open 2017,Men,2017-01-16,Jeremy Chardy,1.8599999999999999,Nicolas Almagro,2.06
Australian Open 2017,Men,2017-01-16,Andrey Kuznetsov,10.5,Kei Nishikori,1.1
Australian Open 2017,Men,2017-01-16,Martin Klizan,15,Stan Wawrinka,1.06
Australian Open 2017,Men,2017-01-16,Federico Delbonis,3.8499999999999996,Steve Johnson,1.3
Australian Open 2017,Men,2017-01-16,James Duckworth,1.63,Paolo Lorenzi,2.24
Australian Open 2017,Men,2017-01-16,Damir Dzumhur,5.1,Viktor Troicki,1.21
Australian Open 2017,Men,2017-01-16,Diego Schwartzman,1.9500000000000002,Pablo Cuevas,1.98
Australian Open 2017,Men,2017-01-16,Sam Groth,2.54,Steve Darcis,1.58
Australian Open 2017,Men,2017-01-16,Andreas Seppi,1.3900000000000001,Paul Henri Mathieu,3.3499999999999996
Australian Open 2017,Men,2017-01-16,Gastao Elias,12,Nick Kyrgios,1.07
Australian Open 2017,Men,2017-01-16,Jo Wilfried Tsonga,1.03,Thiago Monteiro,21
Australian Open 2017,Men,2017-01-16,Dusan Lajovic,1.96,Stephane Robert,1.9300000000000002
Australian Open 2017,Men,2017-01-16,Adrian Mannarino,2.18,Karen Khachanov,1.8
Australian Open 2017,Men,2017-01-16,Jack Sock,1.22,Pierre Hugues Herbert,5.1
Australian Open 2017,Men,2017-01-16,Bernard Tomic,1.4100000000000001,Thomaz Bellucci,3.3
Australian Open 2017,Men,2017-01-16,Aljaz Bedene,1.16,Victor Estrella Burgos,6.2
Australian Open 2017,Men,2017-01-16,Daniel Evans,1.31,Facundo Bagnis,4.1
Australian Open 2017,Men,2017-01-16,Jerzy Janowicz,8,Marin Cilic,1.11
Australian Open 2017,Men,2017-01-17,Gael Monfils,1.3,Jiri Vesely,4.1
Australian Open 2017,Men,2017-01-17,Alexandr Dolgopolov,1.9500000000000002,Borna Coric,1.99
Australian Open 2017,Men,2017-01-17,Nikoloz Basilashvili,4.8,Philipp Kohlschreiber,1.24
Australian Open 2017,Men,2017-01-17,Alexander Zverev,1.1,Robin Haase,8.8
Australian Open 2017,Men,2017-01-17,Marcos Baghdatis,1.62,Mikhail Youzhny,2.4
Australian Open 2017,Men,2017-01-17,Florian Mayer,17,Rafael Nadal,1.05
Australian Open 2017,Men,2017-01-17,Guido Pella,9.4,Roberto Bautista Agut,1.1
Australian Open 2017,Men,2017-01-17,David Ferrer,1.18,Omar Jasika,6
Australian Open 2017,Men,2017-01-17,Gilles Simon,1.19,Michael Mmoh,5.6
Australian Open 2017,Men,2017-01-17,Fernando Veradsco,16,Novak Djokovic,1.04
Australian Open 2017,Men,2017-01-17,Jared Donaldson,1.25,Rogerio Dutra Silva,4.6
Australian Open 2017,Men,2017-01-17,Gilles Muller,1.36,Taylor Fritz,3.15
Australian Open 2017,Men,2017-01-17,Kyle Edmund,1.33,Santiago Giraldo,3.8499999999999996
Australian Open 2017,Men,2017-01-17,Dustin Brown,16,Milos Raoinic,1.06
Australian Open 2017,Men,2017-01-17,Carlos Berlocq,1.96,Radu Albot,1.96
Australian Open 2017,Men,2017-01-17,Dominic Thiem,1.35,Jan Lennard Struff,3.65
Australian Open 2017,Men,2017-01-17,Hyeon Chung,1.23,Renzo Olivo,4.699999999999999
Australian Open 2017,Men,2017-01-17,Joao Sousa,1.55,Jordan Thompson,2.72
Australian Open 2017,Men,2017-01-17,Christopher OConnell,25,Grigor Dimitrov,1.02
Australian Open 2017,Men,2017-01-17,Benoit Paire,1.25,Tommy Haas,4.5
Australian Open 2017,Men,2017-01-17,Adam Pavlasek,1.44,Andrew Whittington,2.92
Australian Open 2017,Men,2017-01-17,Fabio Fognini,2.26,Feliciano Lopez,1.74
Australian Open 2017,Men,2017-01-17,Horacio Zeballos,3.8,Ivo Karlovic,1.33
Australian Open 2017,Men,2017-01-16,Andrey Rublev,3.15,Yen Hsun Lu,1.43
Australian Open 2017,Men,2017-01-16,Go Soeda,2.52,Malek Jaziri,1.62
Australian Open 2017,Men,2017-01-16,Alexander Bublik,3.9,Lucas Pouille,1.31
Australian Open 2017,Men,2017-01-16,Bjorn Fratangelo,1.72,Noah Rubin,2.2800000000000002
Australian Open 2017,Men,2017-01-16,Luca Vanni,21,Tomas Berdych,1.04
Australian Open 2017,Men,2017-01-16,Albert Ramos Vinolas,1.75,Lukas Lacko,2.24
Australian Open 2017,Men,2017-01-17,Donald Young,1.49,Thomas Fabbiano,2.9
Australian Open 2017,Men,2017-01-17,Frances Tiafoe,1.56,Mikhail Kukushkin,2.64
Australian Open 2017,Men,2017-01-17,Alex Bolt,2.6,Yoshihito Nishioka,1.5899999999999999
Australian Open 2017,Men,2017-01-17,Daniil Medvedev,1.48,Ernesto Escobedo,2.8200000000000003
Australian Open 2017,Men,2017-01-17,Dmitry Tursunov,7,Radek Stepanek,1.15
Australian Open 2017,Men,2017-01-17,David Goffin,1.16,Reilly Opelka,6.6000000000000005
Australian Open 2017,Men,2017-01-17,Blake Mott,28,Richard Gasquet,1.02
Australian Open 2017,Men,2017-01-17,Denis Istomin,2.04,Ivan Dodig,1.81
Australian Open 2017,Men,2017-01-16,Jurgen Melzer,20,Roger Federer,1.05
Australian Open 2017,Men,2017-01-17,Pablo Carreno Busta,1.24,Peter Polansky,4.8
Australian Open 2017,Men,2017-01-18,Ryan Harrison,5.8999999999999995,Tomas Berdych,1.18
Australian Open 2017,Men,2017-01-18,Bernard Tomic,1.07,Victor Estrella Burgos,13
Australian Open 2017,Men,2017-01-18,Alex De Minaur,3.9,Sam Querrey,1.32
Australian Open 2017,Men,2017-01-18,John Isner,1.45,Mischa Zverev,3.15
Australian Open 2017,Men,2017-01-18,Andrey Rublev,55,Andy Murray,1.01
Australian Open 2017,Men,2017-01-18,Alexander Bublik,3.05,Malek Jaziri,1.46
Australian Open 2017,Men,2017-01-18,Jeremy Chardy,10.5,Kei Nishikori,1.08
Australian Open 2017,Men,2017-01-18,Paolo Lorenzi,4.5,Viktor Troicki,1.25
Australian Open 2017,Men,2017-01-18,Daniel Evans,5.8999999999999995,Marin Cilic,1.19
Australian Open 2017,Men,2017-01-18,Andreas Seppi,9.2,Nick Kyrgios,1.1
Australian Open 2017,Men,2017-01-18,Dusan Lajovic,14.5,Jo Wilfred Tsonga,1.06
Australian Open 2017,Men,2017-01-18,Jack Sock,1.31,Karen Khachanov,4
Australian Open 2017,Men,2017-01-18,Noah Rubin,28,Roger Federer,1.02
Australian Open 2017,Men,2017-01-18,Dudi Sela,1.45,Lukas Lacko,3.0999999999999996
Australian Open 2017,Men,2017-01-18,Diego Schwartzman,1.63,Steve Darcis,2.5
Australian Open 2017,Men,2017-01-18,Stan Wawrinka,1.27,Steve Johnson,4.3
Australian Open 2017,Men,2017-01-19,Donald Young,3.05,Philipp Kohlschreiber,1.47
Australian Open 2017,Men,2017-01-19,Gilles Simon,1.07,Rogerio Dutra Silva,12.5
Australian Open 2017,Men,2017-01-19,Alexander Zverev,1.18,Frances Tiafoe,6.2
Australian Open 2017,Men,2017-01-19,Marcos Baghdatis,9,Rafael Nadal,1.11
Australian Open 2017,Men,2017-01-19,Kyle Edmund,1.82,Pablo Carreno Busta,2.18
Australian Open 2017,Men,2017-01-19,Roberto Bautista Agut,1.06,Yoshihito Nishioka,14
Australian Open 2017,Men,2017-01-19,Gilles Muller,5.199999999999999,Milos Raonic,1.23
Australian Open 2017,Men,2017-01-19,Carlos Berlocq,18,Richard Gasquet,1.04
Australian Open 2017,Men,2017-01-19,David Goffin,1.23,Radek Stepanek,4.8999999999999995
Australian Open 2017,Men,2017-01-19,Dominic Thiem,1.31,Jordan Thompson,4
Australian Open 2017,Men,2017-01-19,David Ferrer,1.25,Ernesto Escobedo,4.8
Australian Open 2017,Men,2017-01-19,Alexandr Dolgopolov,5.3,Gael Monfils,1.2
Australian Open 2017,Men,2017-01-19,Benoit Paire,2.2800000000000002,Fabio Fognini,1.75
Australian Open 2017,Men,2017-01-19,Grigor Dimitrov,1.13,Hyeon Chung,7.6000000000000005
Australian Open 2017,Men,2017-01-19,Andrew Whittington,3.5999999999999996,Ivo Karlovic,1.36
Australian Open 2017,Men,2017-01-19,Denis Istomin,65,Novak Djokovic,1.01
Australian Open 2017,Men,2017-01-20,Kei Nishikori,1.05,Lukas Lacko,19
Australian Open 2017,Men,2017-01-20,Roger Federer,1.56,Tomas Berdych,2.74
Australian Open 2017,Men,2017-01-20,Malek Jaziri,1.75,Mischa Zverev,2.22
Australian Open 2017,Men,2017-01-20,Stan Wawrinka,1.1400000000000001,Viktor Troicki,7.800000000000001
Australian Open 2017,Men,2017-01-20,Jack Sock,2.76,Jo Wilfried Tsonga,1.53
Australian Open 2017,Men,2017-01-20,Andreas Seppi,1.77,Steve Darcis,2.2
Australian Open 2017,Men,2017-01-20,Andy Murray,1.04,Sam Querrey,15.5
Australian Open 2017,Men,2017-01-20,Bernard Tomic,1.63,Daniel Evans,2.54
Australian Open 2017,Men,2017-01-21,Grigor Dimitrov,1.65,Richard Gasquet,2.48
Australian Open 2017,Men,2017-01-21,David Ferrer,2.88,Roberto Bautista Agut,1.5
Australian Open 2017,Men,2017-01-21,Gilles Simon,5.699999999999999,Milos Raonic,1.19
Australian Open 2017,Men,2017-01-21,Gael Monfils,1.22,Philipp Kohlschreiber,5.199999999999999
Australian Open 2017,Men,2017-01-21,David Goffin,1.26,Ivo Karlovic,4.199999999999999
Australian Open 2017,Men,2017-01-21,Denis Istomin,3.65,Pablo Carreno Busta,1.35
Australian Open 2017,Men,2017-01-21,Benoit Paire,5.3999999999999995,Dominic Thiem,1.21
Australian Open 2017,Men,2017-01-21,Alexander Zverev,3.8,Rafael  Nadal,1.34
Australian Open 2017,Men,2017-01-22,Andy Murray,1.02,Mischa Zverev,24
Australian Open 2017,Men,2017-01-22,Andreas Seppi,9,Stan Wawrinka,1.12
Australian Open 2017,Men,2017-01-22,Daniel Evans,4.699999999999999,Jo Wilfried Tsonga,1.24
Australian Open 2017,Men,2017-01-22,Kei Nishikori,2.34,Roger Federer,1.71
Australian Open 2017,Men,2017-01-23,David Goffin,1.72,Dominic Thiem,2.32
Australian Open 2017,Men,2017-01-23,Gael Monfils,3.15,Rafael Nadal,1.44
Australian Open 2017,Men,2017-01-23,Milos Raonic,1.27,Roberto Bautista Agut,4.5
Australian Open 2017,Men,2017-01-23,Denis Istomin,6.800000000000001,Grigor Dimitrov,1.15
Australian Open 2017,Men,2017-01-24,Jo Wilfried Tsonga,2.26,Stan Wawrinka,1.73
Australian Open 2017,Men,2017-01-24,Mischa Zverev,8.600000000000001,Roger Federer,1.12
Australian Open 2017,Men,2017-01-25,David Goffin,2.52,Grigor Dimitrov,1.63
Australian Open 2017,Men,2017-01-25,Milos Raonic,2.2800000000000002,Rafael Nadal,1.75
Australian Open 2017,Men,2017-01-26,Roger Federer,1.56,Stan Wawrinka,2.76
Australian Open 2017,Men,2017-01-27,Grigor Dimitrov,3.3499999999999996,Rafael Nadal,1.4
Australian Open 2017,Men,2017-01-29,Rafael Nadal,1.78,Roger Federer,2.24
Australian Open 2018,Men,2018-01-15,Rafael Nadal,1.02,Victor Estrella Burgos,32
Australian Open 2018,Men,2018-01-15,Leonardo Mayer,1.47,Nicolas Jarry,2.8
Australian Open 2018,Men,2018-01-15,Borna Coric,1.84,John Millman,2.12
Australian Open 2018,Men,2018-01-15,Damir Dzumhur,1.6400000000000001,Paolo Lorenzi,2.36
Australian Open 2018,Men,2018-01-15,Diego Schwartzman,1.27,Dusan Lajovic,4.199999999999999
Australian Open 2018,Men,2018-01-15,Alexandr Dolgopolov,1.04,Andreas Haider Maurer,19
Australian Open 2018,Men,2018-01-15,John Isner,1.38,Matthew Ebden,3.4499999999999997
Australian Open 2018,Men,2018-01-15,Jason Kubler,4.3999999999999995,Pablo Carreno Busta,1.26
Australian Open 2018,Men,2018-01-15,Gilles Simon,1.4,Marius Copil,2.96
Australian Open 2018,Men,2018-01-15,Federico Delbonis,4.5,Gilles Muller,1.27
Australian Open 2018,Men,2018-01-15,Mikhail Youzhny,2.22,Pablo Cuevas,1.67
Australian Open 2018,Men,2018-01-15,Dudi Sela,3.4499999999999997,Ryan Harrison,1.35
Australian Open 2018,Men,2018-01-15,Andrey Rublev,1.97,David Ferrer,1.97
Australian Open 2018,Men,2018-01-15,Nick Kyrgios,1.03,Rogerio Dutra Silva,21
Australian Open 2018,Men,2018-01-15,Alex Bolt,3.4,Viktor Troicki,1.35
Australian Open 2018,Men,2018-01-15,Denis Shapovalov,1.76,Stefanos Tsitsipas,2.2
Australian Open 2018,Men,2018-01-15,Kevin Anderson,1.43,Kyle Edmund,3.15
Australian Open 2018,Men,2018-01-15,Denis Istomin,1.71,Pierre Hugues Herbert,2.24
Australian Open 2018,Men,2018-01-15,Gerald Melzer,2.58,Nikoloz Basilashvili,1.58
Australian Open 2018,Men,2018-01-15,Philipp Kohlschreiber,1.35,Yoshihito Nishioka,3.65
Australian Open 2018,Men,2018-01-15,Andreas Seppi,1.35,Corentin Moutet,3.5
Australian Open 2018,Men,2018-01-15,Ivo Karlovic,1.99,Laslo Djere,1.9300000000000002
Australian Open 2018,Men,2018-01-15,Jack Sock,1.46,Yuichi Sugita,3.05
Australian Open 2018,Men,2018-01-16,Dominic Thiem,1.29,Guido Pella,3.9499999999999997
Australian Open 2018,Men,2018-01-16,Fernando Verdasco,3,Roberto Bautista Agut,1.45
Australian Open 2018,Men,2018-01-16,Cedrik Marcel Stebe,2.64,Maximilian Marterer,1.56
Australian Open 2018,Men,2018-01-16,Jeremy Chardy,1.82,Tennys Sandgren,2.1
Australian Open 2018,Men,2018-01-16,Ricardas Berankis,2.8200000000000003,Stan Wawrinka,1.52
Australian Open 2018,Men,2018-01-16,Donald Young,9.8,Novak Djokovic,1.09
Australian Open 2018,Men,2018-01-16,Alexei Popyrin,4.1,Tim Smyczek,1.25
Australian Open 2018,Men,2018-01-16,Albert Ramos Vinolas,2.18,Jared Donaldson,1.76
Australian Open 2018,Men,2018-01-16,Hyeon Chung,1.3,Mischa Zverev,3.9499999999999997
Australian Open 2018,Men,2018-01-16,Daniil Medvedev,2.2,Thanasi Kokkinakis,1.75
Australian Open 2018,Men,2018-01-16,Mikhail Kukushkin,2.68,Peter Gojowczyk,1.57
Australian Open 2018,Men,2018-01-16,Alexander Zverev,1.02,Thomas Fabbiano,32
Australian Open 2018,Men,2018-01-16,Julien Benneteau,1.57,Taro Daniel,2.62
Australian Open 2018,Men,2018-01-16,Evgeny Donskoy,1.75,Florian Mayer,2.2800000000000002
Australian Open 2018,Men,2018-01-16,Fabio Fognini,1.22,Horacio Zeballos,4.8999999999999995
Australian Open 2018,Men,2018-01-16,Aljaz Bedene,42,Roger Federer,1.02
Australian Open 2018,Men,2018-01-16,Alex De Minaur,2.98,Tomas Berdych,1.49
Australian Open 2018,Men,2018-01-16,Jan Lennard Struff,1.24,Soonwoo Kwon,4.5
Australian Open 2018,Men,2018-01-16,Benoit Paire,1.4100000000000001,Guillermo Garcia Lopez,2.86
Australian Open 2018,Men,2018-01-16,Frances Tiafoe,8,Juan Martin Del Potro,1.1400000000000001
Australian Open 2018,Men,2018-01-16,Blaz Kavcic,12,Richard Gasquet,1.07
Australian Open 2018,Men,2018-01-16,Feliciano Lopez,2.14,Sam Querrey,1.82
Australian Open 2018,Men,2018-01-16,Lukas Lacko,6.2,Milos Raonic,1.17
Australian Open 2018,Men,2018-01-16,Marton Fucsovics,1.51,Radu Albot,2.8
Australian Open 2018,Men,2018-01-16,Jordan Thompson,1.17,Nicolas Kicker,6.6000000000000005
Australian Open 2018,Men,2018-01-15,Jo Wilfried Tsonga,1.09,Kevin King,9.600000000000001
Australian Open 2018,Men,2018-01-15,Lucas Pouille,1.17,Ruben Bemelmans,5.199999999999999
Australian Open 2018,Men,2018-01-15,Marcos  Baghdatis,1.82,Yuki Bhambri,1.98
Australian Open 2018,Men,2018-01-15,Elias Ymer,1.99,Mackenzie McDonald,1.9300000000000002
Australian Open 2018,Men,2018-01-15,Malek Jaziri,1.72,Salvatore Caruso,2.26
Australian Open 2018,Men,2018-01-15,Dustin Brown,2.92,Joao Sousa,1.4100000000000001
Australian Open 2018,Men,2018-01-15,Casper Ruud,1.92,Quentin Halys,1.82
Australian Open 2018,Men,2018-01-15,Dennis Novak,44,Grigor Dimitrov,1.02
Australian Open 2018,Men,2018-01-15,Marin Cilic,1.13,Vasek Pospisil,7.2
Australian Open 2018,Men,2018-01-16,Denis Kudla,3.6999999999999997,Steve Johnson,1.33
Australian Open 2018,Men,2018-01-16,Jiri Vesely,1.27,Vaclav Safranek,4.3
Australian Open 2018,Men,2018-01-16,Adrian Mannarino,1.35,Matteo Berrettini,3.65
Australian Open 2018,Men,2018-01-16,Gael Monfils,1.12,Jaume Munar,5.699999999999999
Australian Open 2018,Men,2018-01-16,David Goffin,1.05,Matthias Bachinger,14.5
Australian Open 2018,Men,2018-01-16,Karen Khachanov,1.2,Peter Polansky,4.5
Australian Open 2018,Men,2018-01-16,Lorenzo Sonego,3.65,Robin Haase,1.35
Australian Open 2018,Men,2018-01-17,Pablo Cuevas,2.46,Ryan Harrison,1.62
Australian Open 2018,Men,2018-01-17,Denis Istomin,3.15,Kyle Edmund,1.46
Australian Open 2018,Men,2018-01-17,Alexandr Dolgopolov,1.53,Matthew Ebden,2.8200000000000003
Australian Open 2018,Men,2018-01-17,Andreas Seppi,1.58,Yoshihito Nishioka,2.58
Australian Open 2018,Men,2018-01-17,Gilles Simon,1.71,Pablo Carreno Busta,2.32
Australian Open 2018,Men,2018-01-17,Grigor Dimitrov,1.02,Mackenzie McDonald,25
Australian Open 2018,Men,2018-01-17,Andrey Rublev,1.42,Marcos Baghdatis,3.15
Australian Open 2018,Men,2018-01-16,Damir Dzhumur,1.02,John Millman,1.69
Australian Open 2018,Men,2018-01-17,Nick Kyrgios,1.07,Viktor Troicki,12.5
Australian Open 2018,Men,2018-01-17,Leonardo Mayer,23,Rafael Nadal,1.04
Australian Open 2018,Men,2018-01-17,Casper Ruud,3.8499999999999996,Diego Schwartzman,1.29
Australian Open 2018,Men,2018-01-17,Joao Sousa,9.600000000000001,Marin Cilic,1.09
Australian Open 2018,Men,2018-01-17,Denis Shapovalov,2.46,Jo Wilfred Tsonga,1.63
Australian Open 2018,Men,2018-01-17,Nikoloz Basilashvili,1.85,Ruben Bemelmans,2.16
Australian Open 2018,Men,2018-01-17,Ivo Karlovic,2.5,Yuichi Sugita,1.62
Australian Open 2018,Men,2018-01-17,Gilles Muller,1.1400000000000001,Malek Jaziri,7.2
Australian Open 2018,Men,2018-01-17,Damir Dzumhur,2.5,John Millman,1.62
Australian Open 2018,Men,2018-01-18,Adrian Mannarino,1.4,Jiri Vesely,3.4
Australian Open 2018,Men,2018-01-18,Fernando Verdasco,1.35,Maximilian Marterer,3.55
Australian Open 2018,Men,2018-01-18,Marton Fucsovics,3.4,Sam Querrey,1.3900000000000001
Australian Open 2018,Men,2018-01-18,Lukas Lacko,1.2,Nicolas Kicker,5.5
Australian Open 2018,Men,2018-01-18,Alexander Zverev,1.21,Peter Gojowczyk,5.3
Australian Open 2018,Men,2018-01-18,David Goffin,1.11,Julien Benneteau,8
Australian Open 2018,Men,2018-01-18,Stan Wawrinka,1.35,Tennys Sandgren,3.75
Australian Open 2018,Men,2018-01-18,Evgeny Donskoy,3.5,Fabio Fognini,1.36
Australian Open 2018,Men,2018-01-18,Albert Ramos Vinolas,1.5,Tim Smyczek,2.96
Australian Open 2018,Men,2018-01-18,Gael Monfils,4.8999999999999995,Novak Djokovic,1.22
Australian Open 2018,Men,2018-01-18,Lorenzo Sonego,7.2,Richard Gasquet,1.1400000000000001
Australian Open 2018,Men,2018-01-18,Daniil Medvedev,3.05,Hyeon Chung,1.44
Australian Open 2018,Men,2018-01-18,Jan Lennard Struff,26,Roger Federer,1.02
Australian Open 2018,Men,2018-01-18,Guillermo Garcia Lopez,5.6,Tomas Berdych,1.2
Australian Open 2018,Men,2018-01-18,Denis Kudla,14,Dominic Thiem,1.07
Australian Open 2018,Men,2018-01-18,Juan Martin Del Potro,1.2,Karen Khachanov,5.199999999999999
Australian Open 2018,Men,2018-01-19,Kyle Edmund,1.25,Nikoloz Basilashvili,4.8
Australian Open 2018,Men,2018-01-19,Gilles Muller,2.36,Pablo Carreno Busta,1.71
Australian Open 2018,Men,2018-01-19,Marin Cilic,1.1400000000000001,Ryan Harrison,7.2
Australian Open 2018,Men,2018-01-19,Andreas Seppi,1.63,Ivo Karlovic,2.52
Australian Open 2018,Men,2018-01-19,Damir Dzumhur,17.5,Rafael Nadal,1.04
Australian Open 2018,Men,2018-01-19,Jo Wilfred Tsonga,3.3,Nick Kyrgios,1.42
Australian Open 2018,Men,2018-01-19,Alexandr Dolgopolov,1.76,Diego Schwartzman,2.26
Australian Open 2018,Men,2018-01-19,Andrey Rublev,2.98,Grigor Dimitrov,1.49
Australian Open 2018,Men,2018-01-20,Marton Fucsovics,1.2,Nicolas Kicker,5.6
Australian Open 2018,Men,2018-01-20,Adrian Mannarino,3.3499999999999996,Dominic Thiem,1.3900000000000001
Australian Open 2018,Men,2018-01-20,Albert Ramos Vinolas,11,Novak Djokovic,1.08
Australian Open 2018,Men,2018-01-20,Fabio Fognini,1.48,Julien Benneteau,2.92
Australian Open 2018,Men,2018-01-20,Juan Martin Del Potro,1.63,Tomas Berdych,2.52
Australian Open 2018,Men,2018-01-20,Alexander Zverev,1.6,Hyeon Chung,2.58
Australian Open 2018,Men,2018-01-20,Maximilian Marterer,1.69,Tennys Sandgren,2.32
Australian Open 2018,Men,2018-01-20,Richard Gasquet,14,Roger Federer,1.07
Australian Open 2018,Men,2018-01-21,Andreas Seppi,3.15,Kyle Edmund,1.43
Australian Open 2018,Men,2018-01-21,Diego Schwartzman,14,Rafael Nadal,1.06
Australian Open 2018,Men,2018-01-21,Marin Cilic,1.24,Pablo Carreno Busta,4.8
Australian Open 2018,Men,2018-01-21,Grigor  Dimitrov,2.44,Nick Kyrgios,1.69
Australian Open 2018,Men,2018-01-22,Dominic Thiem,1.13,Tennys Sandgren,7.4
Australian Open 2018,Men,2018-01-22,Hyeon Chung,4.8999999999999995,Novak Djokovic,1.25
Australian Open 2018,Men,2018-01-22,Fabio Fognini,4.199999999999999,Tomas Berdych,1.29
Australian Open 2018,Men,2018-01-22,Marton Fucsovics,30,Roger Federer,1.03
Australian Open 2018,Men,2018-01-23,Marin Cilic,4.3,Rafael Nadal,1.28
Australian Open 2018,Men,2018-01-23,Grigor Dimitrov,1.3,Kyle Edmund,4.1
Australian Open 2018,Men,2018-01-24,Roger Federer,1.19,Tomas Berdych,6.2
Australian Open 2018,Men,2018-01-24,Hyeon Chung,1.31,Tennys Sandgren,4.1
Australian Open 2018,Men,2018-01-25,Kyle Edmund,4,Marin Cilic,1.32
Australian Open 2018,Men,2018-01-26,Hyeon Chung,6.4,Roger Federer,1.17
Australian Open 2018,Men,2018-01-28,Marin Cilic,4.6,Roger Federer,1.26
