tournament,men_women,match_date,player_1,player_1_odds,player_2,player_2_odds
Australian Open 2016,Women,2016-01-20,Kristyna Pliskova,3.75,Monica Puig,1.34
Australian Open 2016,Women,2016-01-20,Aliaksandra Sasnovich,22,Maria Sharapova,1.04
Australian Open 2016,Women,2016-01-20,Agnieszka Radwanska,1.27,Eugenie Bouchard,4.3999999999999995
Australian Open 2016,Women,2016-01-21,Annika Beck,2.9,Timea Bacsinszky,1.5
Australian Open 2016,Women,2016-01-21,Denisa Allertova,2.4,Sabine Lisicki,1.6800000000000002
Australian Open 2016,Women,2016-01-21,Johanna Larsson,1.99,Madison Brengle,1.9
Australian Open 2016,Women,2016-01-21,Alize Cornet,1.42,Shuai Zhang,3.25
Australian Open 2016,Women,2016-01-21,Ekaterina Makarova,1.13,Tatjana Maria,7.800000000000001
Australian Open 2016,Women,2016-01-21,Garbine Muguruza,1.11,Kirsten Flipkens,8.2
Australian Open 2016,Women,2016-01-21,Julia Goerges,3.3499999999999996,Karolina Pliskova,1.4100000000000001
Australian Open 2016,Women,2016-01-21,Jelena Jankovic,1.19,Laura Siegemund,5.1
Australian Open 2016,Women,2016-01-21,Alexandra Dulgheru,11.5,Angelique Kerber,1.08
Australian Open 2016,Women,2016-01-21,Madison Keys,1.4100000000000001,Yaroslava Shvedova,3.3
Australian Open 2016,Women,2016-01-21,Johanna Konta,1.34,Saisai Zheng,3.6999999999999997
Australian Open 2016,Women,2016-01-21,Lara Arruabarrena,3.4,Varvara Lepchenko,1.4100000000000001
Australian Open 2016,Women,2016-01-21,Elina Svitolina,1.4,Naomi Osaka,3.0999999999999996
Australian Open 2016,Women,2016-01-21,Ana Ivanovic,1.4,Anastasija Sevastova,3.4
Australian Open 2016,Women,2016-01-21,Barbora Strycova,1.21,Vania King,4.8999999999999995
Australian Open 2016,Women,2016-01-21,Danka Kovinic,32,Victoria Azarenka,1.02
Australian Open 2016,Women,2016-01-22,Lauren Davis,29,Maria Sharapova,1.03
Australian Open 2016,Women,2016-01-22,Daria Kasatkina,9.8,Serena Williams,1.11
Australian Open 2016,Women,2016-01-22,Anna Lena Friedsam,3.4499999999999997,Roberta Vinci,1.36
Australian Open 2016,Women,2016-01-22,Belinda Bencic,1.27,Kateryna Bondarenko,4.3
Australian Open 2016,Women,2016-01-22,Agnieszka Radwanska,1.19,Monica Puig,5.8999999999999995
Australian Open 2016,Women,2016-01-22,Daria Gavrilova,1.87,Kristina Mladenovic,2.08
Australian Open 2016,Women,2016-01-22,Margarita Gasparyan,1.67,Yulia Putintseva,2.38
Australian Open 2016,Women,2016-01-22,Carla Suarez Navarro,1.3900000000000001,Elizaveta Kulichkova,3.4499999999999997
Australian Open 2016,Women,2016-01-23,Naomi Osaka,18.5,Victoria Azarenka,1.04
Australian Open 2016,Women,2016-01-23,Barbora Strycova,6.2,Garbine Muguruza,1.17
Australian Open 2016,Women,2016-01-23,Denisa Allertova,2.62,Johanna Konta,1.58
Australian Open 2016,Women,2016-01-23,Ana Ivanovic,2.54,Madison Keys,1.63
Australian Open 2016,Women,2016-01-23,Shuai Zhang,2.2800000000000002,Varvara Lepchenko,1.74
Australian Open 2016,Women,2016-01-23,Angelique Kerber,1.1,Madison Brengle,10
Australian Open 2016,Women,2016-01-23,Annika Beck,1.6,Laura Siegemund,2.46
Australian Open 2016,Women,2016-01-23,Ekaterina Makarova,1.8,Karolina Pliskova,2.14
Australian Open 2016,Women,2016-01-24,Belinda Bencic,3.3,Maria Sharapova,1.42
Australian Open 2016,Women,2016-01-24,Agnieszka Radwanska,1.07,Anna Lena Friedsam,12
Australian Open 2016,Women,2016-01-24,Margarita Gasparyan,18,Serena Williams,1.04
Australian Open 2016,Women,2016-01-24,Carla Suarez Navarro,1.87,Daria Gavrilova,2.1
Australian Open 2016,Women,2016-01-25,Ekaterina Makarova,1.67,Johanna Konta,2.38
Australian Open 2016,Women,2016-01-25,Barbora Strycova,11.5,Victoria Azarenka,1.08
Australian Open 2016,Women,2016-01-25,Angelique Kerber,1.11,Annika Beck,9
Australian Open 2016,Women,2016-01-25,Madison Keys,1.44,Shuai Zhang,3.0999999999999996
Australian Open 2016,Women,2016-01-26,Maria Sharapova,4.6,Serena Williams,1.26
Australian Open 2016,Women,2016-01-26,Agnieszka Radwanska,1.31,Carla Suarez Navarro,4
Australian Open 2016,Women,2016-01-27,Angelique Kerber,5.6,Victoria Azarenka,1.2
Australian Open 2016,Women,2016-01-27,Johanna Konta,1.48,Shuai Zhang,3.05
Australian Open 2016,Women,2016-01-28,Agniezka Radwanska,5.8999999999999995,Serena Williams,1.19
Australian Open 2016,Women,2016-01-28,Angelique Kerber,1.38,Johanna Konta,3.55
Australian Open 2016,Women,2016-01-30,Angelique Kerber,7.800000000000001,Serena Williams,1.13
Australian Open 2017,Women,2017-01-16,Angelique Kerber,1.22,Lesia Tsurenko,5.3999999999999995
Australian Open 2017,Women,2017-01-16,Kristyna Pliskova,1.8,Viktorija Golubic,2.18
Australian Open 2017,Women,2017-01-16,Irina Camelia Begu,2.1,Yaroslava Shvedova,1.88
Australian Open 2017,Women,2017-01-16,Daria Kasatkina,1.33,Shuai Peng,3.75
Australian Open 2017,Women,2017-01-16,Eugenie Bouchard,1.32,Louisa Chirico,3.9
Australian Open 2017,Women,2017-01-16,Misaki Doi,1.73,Pauline Parmentier,2.3
Australian Open 2017,Women,2017-01-16,Coco Vandeweghe,1.9300000000000002,Roberta Vinci,2.04
Australian Open 2017,Women,2017-01-16,Carla Suarez Navarro,1.44,Jana Cepelova,3.0999999999999996
Australian Open 2017,Women,2017-01-16,Irina Khromacheva,2.48,Sorana Cirstea,1.63
Australian Open 2017,Women,2017-01-16,Alison Riske,1.47,Madison Brengle,3
Australian Open 2017,Women,2017-01-16,Anastasija Sevastova,1.47,Nao Hibino,2.92
Australian Open 2017,Women,2017-01-16,Christina McHale,1.32,Kristina Kucova,3.9499999999999997
Australian Open 2017,Women,2017-01-16,Lauren Davis,1.18,Samantha Crawford,5.8999999999999995
Australian Open 2017,Women,2017-01-16,Garbine Muguruza,1.15,Marina Erakovic,7
Australian Open 2017,Women,2017-01-16,Shelby Rogers,5.6,Simona Halep,1.2
Australian Open 2017,Women,2017-01-16,Annika Beck,3.05,Ashleigh Barty,1.44
Australian Open 2017,Women,2017-01-16,Monica Puig,1.24,Patricia Maria Tig,4.8999999999999995
Australian Open 2017,Women,2017-01-16,Kiki Bertens,1.5,Varvara Lepchenko,2.84
Australian Open 2017,Women,2017-01-16,Kateryna Kozlova,3.15,Venus Williams,1.46
Australian Open 2017,Women,2017-01-16,Elina Svitolina,1.09,Galina Voskoboeva,10
Australian Open 2017,Women,2017-01-16,Anastasia Pavlyuchenkova,1.2,Evgeniya Rodina,5.5
Australian Open 2017,Women,2017-01-16,Jelena Jankovic,1.58,Laura Siegemund,2.6
Australian Open 2017,Women,2017-01-16,Julia Goerges,2.22,Katerina Siniakova,1.78
Australian Open 2017,Women,2017-01-16,Anna Tatishvili,2.34,Jaimee Fourlis,1.71
Australian Open 2017,Women,2017-01-16,Mariana Duque Marino,14,Svetlana Kuznetsova,1.06
Australian Open 2017,Women,2017-01-17,Karolina Pliskova,1.04,Sara Sorribes Tormo,23
Australian Open 2017,Women,2017-01-17,Lara Arruabarrena,4.8,Yulia Putintseva,1.19
Australian Open 2017,Women,2017-01-17,Daria Gavrilova,1.24,Naomi Broady,4.8
Australian Open 2017,Women,2017-01-17,Ana Konjuh,1.76,Kristina Mladenovic,2.18
Australian Open 2017,Women,2017-01-17,Danka Kovinic,2,Saisai Zheng,1.8900000000000001
Australian Open 2017,Women,2017-01-17,Camila Giorgi,2,Timea Bacsinsky,1.92
Australian Open 2017,Women,2017-01-17,Magda Linette,1.79,Mandy Minella,2.08
Australian Open 2017,Women,2017-01-17,Heather Watson,2.06,Samantha Stosur,1.81
Australian Open 2017,Women,2017-01-17,Alize Cornet,1.07,Myrtille Georges,12
Australian Open 2017,Women,2017-01-17,Anett Kontaveit,2.32,Maria Sakkari,1.7000000000000002
Australian Open 2017,Women,2017-01-17,Mirjana Lucic Baroni,1.8900000000000001,Qiang Wang,1.97
Australian Open 2017,Women,2017-01-17,Agnieszka Radwanska,1.08,Tsvetana Pironkova,11.5
Australian Open 2017,Women,2017-01-17,Denisa Allertova,7.2,Dominika Cibulkova,1.13
Australian Open 2017,Women,2017-01-17,Karin Knapp,3.55,Su Wei Hsieh,1.35
Australian Open 2017,Women,2017-01-17,Risa Ozaki,2.04,Sara Errani,1.94
Australian Open 2017,Women,2017-01-17,Ekaterina Alexandrova,3.5,Ekaterina Makarova,1.37
Australian Open 2017,Women,2017-01-17,Arina Rodionova,12.5,Caroline Wozniacki,1.06
Australian Open 2017,Women,2017-01-17,Donna Vekic,1.52,Lizette Cabrera,2.7800000000000002
Australian Open 2017,Women,2017-01-17,Luksika KumKhum,4.3,Naomi Osaka,1.27
Australian Open 2017,Women,2017-01-17,Johanna Konta,1.1,Kirsten Flipkens,10
Australian Open 2017,Women,2017-01-17,Andrea Petkovic,1.33,Kayla Day,3.75
Australian Open 2017,Women,2017-01-17,Cagla Buyukakcay,3.4,Oceane Dodin,1.38
Australian Open 2017,Women,2017-01-17,Caroline Garcia,1.78,Kateryna Bondarenko,2.22
Australian Open 2017,Women,2017-01-17,Nicole Gibbs,2.94,Timea Babos,1.47
Australian Open 2017,Women,2017-01-17,Irina Falconi,1.6099999999999999,Xinyun Han,2.52
Australian Open 2017,Women,2017-01-17,Lucie Safarova,1.6,Yanina Wickmayer,2.56
Australian Open 2017,Women,2017-01-17,Belinda Bencic,5.1,Serena Williams,1.22
Australian Open 2017,Women,2017-01-16,Carina Witthoeft,1.6400000000000001,Eri Hozumi,2.46
Australian Open 2017,Women,2017-01-16,Aliaksandra Sasnovich,3.0999999999999996,Shuai Zhang,1.42
Australian Open 2017,Women,2017-01-16,Destanee Aiava,3.65,Mona Barthel,1.35
Australian Open 2017,Women,2017-01-16,Rebecca Sramkova,2.34,Ying Ying Duan,1.7000000000000002
Australian Open 2017,Women,2017-01-16,Kurumi Nara,1.75,Stefanie Voegele,2.3
Australian Open 2017,Women,2017-01-16,Francesca Schiavone,2.22,Julia Boserup,1.73
Australian Open 2017,Women,2017-01-16,Natalia Vikhlyantseva,1.65,Vania King,2.36
Australian Open 2017,Women,2017-01-17,Anna Blinkova,2.8200000000000003,Monica Niculescu,1.51
Australian Open 2017,Women,2017-01-17,Jelena Ostapenko,1.38,Lin Zhu,3.55
Australian Open 2017,Women,2017-01-17,Ana Bogdan,2.7,Elena Vesnina,1.56
Australian Open 2017,Women,2017-01-17,Jennifer Brady,2.44,Johanna Larsson,1.65
Australian Open 2017,Women,2017-01-17,Barbora Strycova,1.29,Elizaveta Kulichkova,4.3
Australian Open 2017,Women,2017-01-18,Mona Barthel,2.9,Monica Puig,1.51
Australian Open 2017,Women,2017-01-18,Garbine Muguruza,1.19,Samantha Crawford,5.8
Australian Open 2017,Women,2017-01-18,Varvara Lepchenko,2.18,Ying Ying Duan,1.8
Australian Open 2017,Women,2017-01-18,Jelena Jankovic,2.22,Julia Goerges,1.78
Australian Open 2017,Women,2017-01-18,Anastasija Sevastova,1.62,Kristina Kucova,2.52
Australian Open 2017,Women,2017-01-18,Alison Riske,2.06,Shuai Zhang,1.8900000000000001
Australian Open 2017,Women,2017-01-18,Jaimee Fourlis,15.5,Svetlana Kuznetsova,1.05
Australian Open 2017,Women,2017-01-18,Anastasia Pavlyuchenkova,1.49,Natalia Vikhlyantseva,2.92
Australian Open 2017,Women,2017-01-18,Elina Svitolina,1.07,Julia Boserup,12
Australian Open 2017,Women,2017-01-18,Stefanie Voegele,4.3999999999999995,Venus Williams,1.27
Australian Open 2017,Women,2017-01-18,Ashleigh Barty,2.44,Shelby Rogers,1.65
Australian Open 2017,Women,2017-01-18,Carla Suarez Navarro,1.47,Sorana Cirstea,2.94
Australian Open 2017,Women,2017-01-18,Angelique Kerber,1.08,Carina Witthoeft,10.5
Australian Open 2017,Women,2017-01-18,Irina Camelia Begu,1.96,Kristyna Pliskova,1.97
Australian Open 2017,Women,2017-01-18,Eugenie Bouchard,1.51,Shuai Peng,2.8
Australian Open 2017,Women,2017-01-18,CoCo Vandeweghe,1.33,Pauline Parmentier,3.75
Australian Open 2017,Women,2017-01-19,Irina Falconi,3,Nicole Gibbs,1.47
Australian Open 2017,Women,2017-01-19,Anna Blinkova,15.5,Karolina Pliskova,1.06
Australian Open 2017,Women,2017-01-19,Johanna Konta,1.17,Naomi Osaka,6.4
Australian Open 2017,Women,2017-01-19,Caroline Garcia,1.32,Oceane Dodin,3.8
Australian Open 2017,Women,2017-01-19,Lucie Safarova,6.6000000000000005,Serena Williams,1.16
Australian Open 2017,Women,2017-01-19,Ekaterina Makarova,1.36,Sara Errani,3.65
Australian Open 2017,Women,2017-01-19,Alize Cornet,1.46,Maria Sakkari,3
Australian Open 2017,Women,2017-01-19,Jelena Ostapenko,1.6600000000000001,Yulia Putintseva,2.44
Australian Open 2017,Women,2017-01-19,Dominika Cibulkova,1.17,Su Wei Hsieh,6.4
Australian Open 2017,Women,2017-01-19,Elena Vesnina,1.32,Mandy Minella,3.9
Australian Open 2017,Women,2017-01-19,Caroline Wozniacki,1.09,Donna Vekic,10.5
Australian Open 2017,Women,2017-01-19,Heather Watson,1.57,Jennifer Brady,2.64
Australian Open 2017,Women,2017-01-19,Danka Kovinic,2.84,Timea Bacsinszky,1.51
Australian Open 2017,Women,2017-01-19,Andrea Petkovic,2.84,Barbora Strycova,1.51
Australian Open 2017,Women,2017-01-19,Agnieszka Radwanska,1.13,Mirjana Lucic Baroni,8.4
Australian Open 2017,Women,2017-01-19,Ana Konjuh,1.88,Daria Gavrilova,2.1
Australian Open 2017,Women,2017-01-20,Anastasia Pavlyuchenkova,2.72,Elina Svitolina,1.56
Australian Open 2017,Women,2017-01-20,Venus Williams,1.46,Ying Ying Duan,3.0999999999999996
Australian Open 2017,Women,2017-01-20,Jelena Jankovic,3,Svetlana Kuznetsova,1.47
Australian Open 2017,Women,2017-01-20,Angelique Kerber,1.25,Kristyna Pliskova,4.8
Australian Open 2017,Women,2017-01-20,Alison Riske,1.48,Sorana Cirstea,2.98
Australian Open 2017,Women,2017-01-20,Ashleigh Barty,1.6600000000000001,Mona Barthel,2.4
Australian Open 2017,Women,2017-01-20,Coco Vandeweghe,2.8,Eugenie Bouchard,1.52
Australian Open 2017,Women,2017-01-20,Anastasija Sevastova,3.9,Garbine Muguruza,1.34
Australian Open 2017,Women,2017-01-21,Jelena Ostapenko,6.800000000000001,Karolina Pliskova,1.15
Australian Open 2017,Women,2017-01-21,Caroline Wozniacki,2.7,Johanna Konta,1.53
Australian Open 2017,Women,2017-01-21,Dominika Cibulkova,1.47,Ekaterina Makarova,3
Australian Open 2017,Women,2017-01-21,Barbora Strycova,1.4,Caroline Garcia,3.4
Australian Open 2017,Women,2017-01-21,Elena Vesnina,1.36,Jennifer Brady,3.5999999999999996
Australian Open 2017,Women,2017-01-21,Daria Gavrilova,1.84,Timea Bacsinsky,2.14
Australian Open 2017,Women,2017-01-21,Maria Sakkari,2.24,Mirjana Lucic Baroni,1.76
Australian Open 2017,Women,2017-01-21,Nicole Gibbs,17.5,Serena Williams,1.04
Australian Open 2017,Women,2017-01-22,Angelique Kerber,1.37,Coco Vandeweghe,3.5999999999999996
Australian Open 2017,Women,2017-01-22,Anastasia Pavlyuchenkova,2.24,Svetlana Kuznetsova,1.75
Australian Open 2017,Women,2017-01-22,Mona Barthel,3.65,Venus Williams,1.36
Australian Open 2017,Women,2017-01-22,Garbine Muguruza,1.27,Sorana Cirstea,4.3999999999999995
Australian Open 2017,Women,2017-01-23,Jennifer Brady,2.4,Mirjana Lucic Baroni,1.6800000000000002
Australian Open 2017,Women,2017-01-23,Ekaterina Makarova,4.3,Johanna Konta,1.27
Australian Open 2017,Women,2017-01-23,Barbora Strycova,6.6000000000000005,Serena Williams,1.16
Australian Open 2017,Women,2017-01-23,Daria Gavrilova,4.6,Karolina Pliskova,1.25
Australian Open 2017,Women,2017-01-24,Anastasia Pavlyuchenkova,1.81,Venus Williams,2.18
Australian Open 2017,Women,2017-01-24,Coco Vandeweghe,2.66,Garbine Muguruza,1.5899999999999999
Australian Open 2017,Women,2017-01-25,Johanna Konta,2.54,Serena Williams,1.62
Australian Open 2017,Women,2017-01-25,Karolina Pliskova,1.25,Mirjana Lucic Baroni,4.699999999999999
Australian Open 2017,Women,2017-01-26,CoCo Vandeweghe,1.6800000000000002,Venus Williams,2.42
Australian Open 2017,Women,2017-01-26,Mirjana Lucic Baroni,9.2,Serena Williams,1.1
Australian Open 2017,Women,2017-01-28,Serena Williams,1.24,Venus Williams,4.8999999999999995
Australian Open 2018,Women,2018-01-15,Belinda Bencic,2.02,Venus Williams,1.9
Australian Open 2018,Women,2018-01-15,Alison Van Uytvanck,1.85,Petra Martic,2.08
Australian Open 2018,Women,2018-01-15,Ekaterina Makarova,1.4,Irina Camelia Begu,3.3
Australian Open 2018,Women,2018-01-15,Alize Cornet,1.19,Xinyu Wang,5.8
Australian Open 2018,Women,2018-01-15,Julia Goerges,1.16,Sofia Kenin,6.800000000000001
Australian Open 2018,Women,2018-01-15,Shuai Zhang,1.6,Sloane Stephens,2.56
Australian Open 2018,Women,2018-01-15,Jennifer Brady,1.63,Magda Linette,2.52
Australian Open 2018,Women,2018-01-15,Jaimee Fourlis,2.64,Olivia Rogowska,1.55
Australian Open 2018,Women,2018-01-15,Katerina Siniakova,1.45,Maria Sakkari,3.05
Australian Open 2018,Women,2018-01-15,Francesca Schiavone,8.8,Jelena Ostapenko,1.1
Australian Open 2018,Women,2018-01-15,Mariana Duque Marino,3.75,Ying Ying Duan,1.33
Australian Open 2018,Women,2018-01-15,Mona Barthel,3,Monica Niculescu,1.47
Australian Open 2018,Women,2018-01-15,Aleksandra Krunic,2.04,Anett Kontaveit,1.9100000000000001
Australian Open 2018,Women,2018-01-15,Dominika Cibulkova,2,Kaia Kanepi,1.9300000000000002
Australian Open 2018,Women,2018-01-15,Monica Puig,1.74,Samantha Stosur,2.2800000000000002
Australian Open 2018,Women,2018-01-15,Coco Vandeweghe,1.33,Timea Babos,3.9
Australian Open 2018,Women,2018-01-15,Anastasia Pavlyuchenkova,1.25,Kateryna Kozlova,4.5
Australian Open 2018,Women,2018-01-15,Alison Riske,1.55,Kirsten Flipkens,2.66
Australian Open 2018,Women,2018-01-15,Magdalena Rybarikova,1.85,Taylor Townsend,2.12
Australian Open 2018,Women,2018-01-15,Catherine Bellis,1.54,Kiki Bertens,2.68
Australian Open 2018,Women,2018-01-15,Jana Fett,1.23,Misa Eguchi,4.3999999999999995
Australian Open 2018,Women,2018-01-15,Caroline Wozniacki,1.12,Mihaela Buzarnescu,7.800000000000001
Australian Open 2018,Women,2018-01-16,Destanee Aiava,17,Simona Halep,1.03
Australian Open 2018,Women,2018-01-16,Carina Witthoeft,3.3,Caroline Garcia,1.4
Australian Open 2018,Women,2018-01-16,Garbine Muguruza,1.05,Jessika Ponchet,15
Australian Open 2018,Women,2018-01-16,Eugenie Bouchard,1.47,Oceane Dodin,2.98
Australian Open 2018,Women,2018-01-16,Kurumi Nara,3.3499999999999996,Marketa Vondrousova,1.3900000000000001
Australian Open 2018,Women,2018-01-16,Lesia Tsurenko,1.45,Natalia Vikhlyantseva,3.15
Australian Open 2018,Women,2018-01-16,Jana Cepelova,1.71,Lauren Davis,2.32
Australian Open 2018,Women,2018-01-16,Aliaksandra Sasnovich,1.6600000000000001,Christina McHale,2.44
Australian Open 2018,Women,2018-01-16,Andrea Petkovic,5,Petra Kvitova,1.23
Australian Open 2018,Women,2018-01-16,Agnieszka Radwanska,1.36,Kristyna Pliskova,3.65
Australian Open 2018,Women,2018-01-16,Mirjana Lucic Baroni,1.9100000000000001,Shelby Rogers,1.99
Australian Open 2018,Women,2018-01-16,Aryna Sabalenka,3.9499999999999997,Ashleigh Barty,1.32
Australian Open 2018,Women,2018-01-16,Madison Keys,1.31,Qiang Wang,3.8499999999999996
Australian Open 2018,Women,2018-01-16,Angelique Kerber,1.07,Anna Lena Friedsam,11.5
Australian Open 2018,Women,2018-01-16,Kristina Kucova,4.699999999999999,Naomi Osaka,1.25
Australian Open 2018,Women,2018-01-16,Ekaterina Alexandrova,2.16,Polona Hercog,1.81
Australian Open 2018,Women,2018-01-16,Donna Vekic,1.44,Nao Hibino,3.05
Australian Open 2018,Women,2018-01-16,Elena Vesnina,1.29,Ons Jabeur,4.3
Australian Open 2018,Women,2018-01-16,Heather Watson,1.57,Yulia Putintseva,2.7
Australian Open 2018,Women,2018-01-16,Johanna Konta,1.2,Madison Brengle,5.8
Australian Open 2018,Women,2018-01-16,Ana Bogdan,2.2,Kristina Mladenovic,1.79
Australian Open 2018,Women,2018-01-16,Maria Sharapova,1.07,Tatjana Maria,12
Australian Open 2018,Women,2018-01-16,Lara Arruabarrena,1.6400000000000001,Richel Hogenkamp,2.48
Australian Open 2018,Women,2018-01-16,Anastasija Sevastova,1.37,Varvara Lepchenko,3.3499999999999996
Australian Open 2018,Women,2018-01-16,Barbora Strycova,1.29,Kristie Ahn,4.199999999999999
Australian Open 2018,Women,2018-01-16,Karolina Pliskova,1.06,Veronica Cepede Royg,11.5
Australian Open 2018,Women,2018-01-16,Ajla Tomljanovic,2.84,Lucie Safarova,1.52
Australian Open 2018,Women,2018-01-16,Sorana Cirstea,2.16,Zarina Diyas,1.78
Australian Open 2018,Women,2018-01-16,Beatriz Haddad Maia,1.24,Lizette Cabrera,4.699999999999999
Australian Open 2018,Women,2018-01-15,Daria Gavrilova,1.24,Irina Falconi,4.8
Australian Open 2018,Women,2018-01-15,Elina Svitolina,1.04,Ivana Jorovic,16.5
Australian Open 2018,Women,2018-01-15,Marta Kostyuk,3.5,Shuai Peng,1.37
Australian Open 2018,Women,2018-01-15,Denisa Allertova,1.46,Pauline Parmentier,2.98
Australian Open 2018,Women,2018-01-15,Anna Karolina Schmiedlova,4.3,Daria Kasatkina,1.27
Australian Open 2018,Women,2018-01-15,Johanna Larsson,2.62,Luksika Khumkhum,1.57
Australian Open 2018,Women,2018-01-15,Carla Suarez Navarro,1.42,Magdalena Frech,2.98
Australian Open 2018,Women,2018-01-15,Elise Mertens,1.33,Viktoria Kuzmova,3.6999999999999997
Australian Open 2018,Women,2018-01-15,Nicole Gibbs,2.02,Viktoriya Tomova,1.8900000000000001
Australian Open 2018,Women,2018-01-15,Kateryna Bondarenko,2.1,Viktorija Golubic,1.87
Australian Open 2018,Women,2018-01-16,Anna Kalinskaya,5,Camila Giorgi,1.23
Australian Open 2018,Women,2018-01-16,Lin Zhu,2.2800000000000002,Su Wei Heieh,1.7000000000000002
Australian Open 2018,Women,2018-01-15,Anna Blinkova,1.32,Margarita Gasparyan,3.55
Australian Open 2018,Women,2018-01-17,Alize Cornet,5.3,Julia Goerges,1.22
Australian Open 2018,Women,2018-01-17,Jelena Ostapenko,1.37,Ying Ying Duan,3.4
Australian Open 2018,Women,2018-01-17,Kirsten Flipkens,2.52,Magdalena Rybarikova,1.63
Australian Open 2018,Women,2018-01-17,Irina Camelia Begu,1.85,Petra Martic,2.12
Australian Open 2018,Women,2018-01-17,Anett Kontaveit,1.3900000000000001,Mona Barthel,3.3499999999999996
Australian Open 2018,Women,2018-01-17,Denisa Allertova,3.25,Shuai Zhang,1.43
Australian Open 2018,Women,2018-01-17,Carla Suarez Navarro,2.14,Timea Babos,1.65
Australian Open 2018,Women,2018-01-17,Anastasia Pavlyuchenkova,1.3900000000000001,Kateryna Bondarenko,3.4
Australian Open 2018,Women,2018-01-17,Kaia Kanepi,1.4100000000000001,Monica Puig,3.25
Australian Open 2018,Women,2018-01-17,Belinda Bencic,1.27,Luksika Kumkhum,4.5
Australian Open 2018,Women,2018-01-17,Daria Kasatkina,1.24,Magda Linette,4.699999999999999
Australian Open 2018,Women,2018-01-17,Marta Kostyuk,1.67,Olivia Rogowska,2.46
Australian Open 2018,Women,2018-01-17,Kiki Bertens,1.46,Nicole Gibbs,3
Australian Open 2018,Women,2018-01-17,Elina Svitolina,1.16,Katerina Siniakova,6.800000000000001
Australian Open 2018,Women,2018-01-17,Caroline Wozniacki,1.04,Jana Fett,18
Australian Open 2018,Women,2018-01-17,Daria Gavrilova,2.02,Elise Mertens,1.94
Australian Open 2018,Women,2018-01-16,Anna Blinkova,1.43,Bernarda Pera,3.0999999999999996
Australian Open 2018,Women,2018-01-18,Bernarda Pera,7.2,Johanna Konta,1.1400000000000001
Australian Open 2018,Women,2018-01-18,Caroline Garcia,1.44,Marketa Vondrousova,3.15
Australian Open 2018,Women,2018-01-18,Barbora Strycova,1.25,Lara Arruabarrena,4.8
Australian Open 2018,Women,2018-01-18,Angelique Kerber,1.1400000000000001,Donna Vekic,7.2
Australian Open 2018,Women,2018-01-18,Lucie Safarova,1.38,Sorana Cirstea,3.4499999999999997
Australian Open 2018,Women,2018-01-18,Beatriz Haddad Maia,7.800000000000001,Karolina Pliskova,1.12
Australian Open 2018,Women,2018-01-18,Anastasija Sevastova,3.0999999999999996,Maria Sharapova,1.45
Australian Open 2018,Women,2018-01-18,Aliaksandra Sasnovich,1.6,Mirjana Lucic Baroni,2.64
Australian Open 2018,Women,2018-01-18,Ekaterina Alexandrova,5.199999999999999,Madison Keys,1.2
Australian Open 2018,Women,2018-01-18,Eugenie Bouchard,6.2,Simona Halep,1.17
Australian Open 2018,Women,2018-01-18,Elena Vesnina,1.92,Naomi Osaka,1.98
Australian Open 2018,Women,2018-01-18,Garbine Muguruza,1.15,Su Wei Hsieh,7.2
Australian Open 2018,Women,2018-01-18,Andrea Petkovic,1.82,Lauren Davis,2.16
Australian Open 2018,Women,2018-01-18,Agnieszka Radwanska,1.6600000000000001,Lesia Tsurenko,2.42
Australian Open 2018,Women,2018-01-18,Ana Bogdan,1.99,Yulia Putintseva,1.9300000000000002
Australian Open 2018,Women,2018-01-18,Ashleigh Barty,1.56,Camila Giorgi,2.7
Australian Open 2018,Women,2018-01-19,Elina Svitolina,1.09,Marta Kostyuk,10.5
Australian Open 2018,Women,2018-01-19,Kateryna Bondarenko,2.16,Magdalena Rybarikova,1.83
Australian Open 2018,Women,2018-01-19,Luksika Kumkhum,1.72,Petra Martic,2.2800000000000002
Australian Open 2018,Women,2018-01-19,Denisa Allertova,1.6600000000000001,Magda Linette,2.42
Australian Open 2018,Women,2018-01-19,Caroline Wozniacki,1.22,Kiki Bertens,5.199999999999999
Australian Open 2018,Women,2018-01-19,Carla Suarez Navarro,3,Kaia Kanepi,1.48
Australian Open 2018,Women,2018-01-19,Anett Kontaveit,2.06,Jelena Ostapenko,1.8
Australian Open 2018,Women,2018-01-19,Alize Cornet,2.7,Elise Mertens,1.55
Australian Open 2018,Women,2018-01-20,Barbora Strycova,1.26,Bernarda Pera,4.199999999999999
Australian Open 2018,Women,2018-01-20,Aliaksandra Sasnovich,2.96,Caroline Garcia,1.48
Australian Open 2018,Women,2018-01-20,Agnieszka Radwanska,1.31,Su Wei Hsieh,4.199999999999999
Australian Open 2018,Women,2018-01-20,Karolina Pliskova,1.35,Lucie Safarova,3.6999999999999997
Australian Open 2018,Women,2018-01-20,Angelique Kerber,1.78,Maria Sharapova,2.24
Australian Open 2018,Women,2018-01-20,Ana Bogdan,8,Madison Keys,1.12
Australian Open 2018,Women,2018-01-20,Lauren Davis,11,Simona Halep,1.09
Australian Open 2018,Women,2018-01-20,Ashleigh Barty,1.4100000000000001,Naomi Osaka,3.3499999999999996
Australian Open 2018,Women,2018-01-21,Denisa Allertova,6.6000000000000005,Elina Svitolina,1.15
Australian Open 2018,Women,2018-01-21,Elise Mertens,1.44,Petra Martic,3.0999999999999996
